StudentID,grad_year,sex,first_gen,admit_type,terms_enrl_ct,studied_away,major_ct,major1,major2,major3,major1_division,major2_division,major3_division,maj_Art,maj_Music,maj_TheaterDance,maj_AsianLanguagesCultures,maj_Classics,maj_English,maj_French,maj_German,maj_Russian,maj_History,maj_Linguistics,maj_Philosophy,maj_ReligiousStudies,maj_SpanishPortuguese,maj_AmericanStudies,maj_EducationalStudies,maj_EnvironmentalStudies,maj_InternationalStudies,maj_LatinAmericanStudies,maj_MediaCulturalStudies,maj_WomenGenderSexualityStudies,maj_Biology,maj_Chemistry,maj_Geology,maj_Mathematics,maj_NeuroscienceStudies,maj_Physics,maj_ComputerScience,maj_Anthropology,maj_Economics,maj_Geography,maj_PoliticalScience,maj_Psychology,maj_Sociology,concentration_ct,Conc1Desc,Conc2Desc,prefix_count,tot_enroll_ct,FineArts_count,Humanities_count,Interdisciplinary_count,NatScienceandMath_count,SocialSciences_count,NonDivisional_count,FineArts_3orfewer,Humanities_3orfewer,Interdisciplinary_3orfewer,NatScienceandMath_3orfewer,SocialSciences_3orfewer
90,2013-14,F, ,FYR,8,1,2,German Studies,Biology, ,Humanities,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,8,33,1,13,0,17,2,0,1,0,1,0,1
91,2013-14,M, ,FYR,8,0,1,Media and Cultural Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,16,32,1,4,21,1,4,1,1,0,0,1,0
92,2013-14,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Middle East St Islamic Civ, ,12,34,0,18,9,2,3,2,1,0,0,1,1
93,2013-14,F, ,FYR,8,0,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,33,1,4,16,10,2,0,1,0,0,0,1
94,2013-14,M, ,FYR,8,1,2,Latin American Studies,American Studies, ,Interdisciplinary,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,30,0,8,16,3,3,0,1,0,0,1,1
95,2013-14,F, ,FYR,8,1,2,Art,Environmental Studies, ,Fine Arts,Interdisciplinary, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,43,22,6,6,1,3,5,0,0,0,1,1
96,2013-14,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,13,34,1,8,1,17,4,3,1,0,1,0,0
97,2013-14,F, ,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,15,33,1,9,5,2,13,3,1,0,0,1,0
98,2013-14,F, ,FYR,8,1,2,Sociology,Educational Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,13,36,1,6,9,1,13,6,1,0,0,1,0
99,2013-14,F, ,FYR,8,0,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,32,0,25,2,3,1,1,1,0,1,1,1
100,2013-14,F, ,FYR,8,0,1,Sociology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,12,34,1,5,3,11,13,1,1,0,1,0,0
101,2013-14,F, ,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Human Rights & Humanitarianism, ,17,36,4,8,2,4,13,5,0,0,1,0,0
102,2013-14,F, ,FYR,8,0,2,Mathematics,Chemistry, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0, , ,11,32,1,6,0,22,2,1,1,0,1,0,1
103,2013-14,F, ,FYR,8,1,2,Spanish/Portuguese (prior Hispanic Studies),Educational Studies, ,Humanities,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,34,1,13,10,2,4,4,1,0,0,1,0
104,2013-14,F, ,FYR,8,1,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,35,2,4,11,1,11,6,1,0,0,1,0
105,2013-14,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Human Rights & Humanitarianism, ,16,31,2,14,8,2,5,0,1,0,0,1,0
106,2013-14,M, ,FYR,8,1,2,Spanish/Portuguese (prior Hispanic Studies),Political Science, ,Humanities,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,11,37,4,16,1,2,12,2,0,0,1,1,0
107,2013-14,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,39,6,5,4,17,5,2,0,0,0,0,0
108,2013-14,F, ,FYR,8,1,3,Asian Languages and Cultures,International Studies,Asian Languages and Cultures,Humanities,Interdisciplinary,Humanities,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,35,1,24,6,3,1,0,1,0,0,1,1
109,2013-14,M, ,FYR,8,0,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,16,37,1,4,1,25,4,2,1,0,1,0,0
110,2013-14,F, ,FYR,8,1,2,Sociology,Educational Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,14,31,1,4,8,2,15,1,1,0,0,1,0
111,2013-14,M, ,FYR,8,0,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,9,30,1,9,0,9,11,0,1,0,1,0,0
112,2013-14,F, ,FYR,8,1,1,Religious Studies, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Middle East St Islamic Civ, ,11,31,1,16,3,2,8,1,1,0,1,1,0
113,2013-14,F, ,FYR,8,1,1,Linguistics, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,38,8,19,0,2,5,4,0,0,1,1,0
114,2014-15,M, ,FYR,10,0,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,10,34,0,17,0,3,14,0,1,0,1,1,0
115,2013-14,F, ,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Human Rights & Humanitarianism, ,12,40,9,6,2,1,18,4,0,0,1,1,0
116,2013-14,F, ,FYR,8,1,1,Classics, , ,Humanities, , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,33,2,16,11,2,0,2,1,0,0,1,1
117,2013-14,F, ,FYR,8,1,1,American Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,15,34,1,6,17,2,5,3,1,0,0,1,0
118,2013-14,F, ,FYR,8,0,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,39,6,23,0,3,6,1,0,0,1,1,0
119,2013-14,F, ,FYR,8,1,2,Psychology,Neuroscience Studies, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0, , ,13,38,4,8,2,14,8,2,0,0,1,0,0
120,2013-14,M, ,FYR,8,0,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,37,1,3,1,29,3,0,1,1,1,0,1
121,2013-14,M, ,FYR,8,1,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,36,2,19,5,1,7,2,1,0,0,1,0
122,2013-14,M, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,33,2,4,0,25,1,1,1,0,1,0,1
123,2013-14,M, ,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,11,37,1,7,3,6,20,0,1,0,1,0,0
124,2013-14,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,48,10,17,8,2,5,6,0,0,0,1,0
125,2013-14,M, ,FYR,8,1,2,Asian Languages and Cultures,Asian Languages and Cultures, ,Humanities,Humanities, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,46,14,26,1,3,2,0,0,0,1,1,1
126,2013-14,M, ,FYR,8,1,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,31,0,19,4,2,5,1,1,0,0,1,0
127,2013-14,F, ,FYR,8,0,2,Psychology,Educational Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,11,35,1,5,10,6,11,2,1,0,0,0,0
128,2013-14,M, ,FYR,8,0,2,Mathematics,Computer Science, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0, , ,10,35,1,4,0,24,4,2,1,0,1,0,0
129,2013-14,F, ,FYR,8,0,2,Mathematics,Economics, ,Natural Sciences and Mathematics,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , ,11,32,1,6,1,14,10,0,1,0,1,0,0
130,2013-14,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,36,1,4,0,19,7,5,1,0,1,0,0
131,2013-14,F, ,FYR,8,1,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,32,4,22,2,2,2,0,0,0,1,1,1
132,2013-14,M, ,FYR,8,1,1,Sociology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Middle East St Islamic Civ, ,15,33,1,13,3,2,13,1,1,0,1,1,0
133,2013-14,F, ,FYR,8,0,2,Psychology,"Women,Gender,Sexuality Studies", ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,8,28,0,3,11,3,11,0,1,1,0,1,0
134,2013-14,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,33,1,3,1,18,9,1,1,1,1,0,0
135,2013-14,F, ,FYR,8,0,1,"Women,Gender,Sexuality Studies", , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,14,34,5,6,18,2,1,2,0,0,0,1,1
136,2013-14,F, ,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Community & Global Health, ,16,34,0,6,8,3,13,4,1,0,0,1,0
137,2013-14,F, ,FYR,8,1,2,Geography,Environmental Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,8,34,0,5,12,0,15,2,1,0,0,1,0
138,2013-14,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,34,1,3,7,7,11,5,1,1,0,0,0
139,2013-14,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,14,38,1,13,7,2,6,9,1,0,0,1,0
140,2013-14,M, ,FYR,8,0,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,12,33,1,12,2,4,14,0,1,0,1,0,0
141,2013-14,F, ,FYR,8,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,12,33,3,10,1,3,14,2,1,0,1,1,0
142,2013-14,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,18,36,4,6,9,2,10,5,0,0,0,1,0
143,2013-14,M, ,FYR,8,0,2,Theater and Dance,American Studies, ,Fine Arts,Interdisciplinary, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,42,19,10,10,2,1,0,0,0,0,1,1
144,2013-14,M, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,15,34,1,6,2,21,3,1,1,0,1,0,1
145,2013-14,M, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,32,1,4,0,17,9,1,1,0,1,0,0
146,2013-14,M, ,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , ,9,31,1,10,2,3,15,0,1,0,1,1,0
147,2013-14,F, ,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Community & Global Health,International Development,14,34,1,6,4,4,16,3,1,0,0,0,0
148,2014-15,F, ,FYR,8,0,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,33,1,4,14,4,8,2,1,0,0,0,0
149,2014-15,M, ,FYR,10,0,1,Philosophy, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,17,35,2,18,5,4,4,2,1,0,0,0,0
150,2013-14,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,42,7,4,13,2,8,8,0,0,0,1,0
151,2013-14,F, ,FYR,8,1,1,American Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Urban Studies, ,15,36,6,9,9,2,8,2,0,0,0,1,0
152,2013-14,F, ,FYR,8,1,1,"Women,Gender,Sexuality Studies", , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,34,1,12,14,4,2,1,1,0,0,0,1
153,2013-14,M, ,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,13,33,1,12,3,3,14,0,1,0,1,1,0
154,2013-14,M, ,FYR,8,1,2,International Studies,Economics, ,Interdisciplinary,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,11,35,1,1,10,4,17,2,1,1,0,0,0
155,2013-14,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,15,38,4,4,3,16,7,4,0,0,1,0,0
156,2013-14,M, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,14,32,1,7,1,18,4,1,1,0,1,0,0
157,2013-14,F, ,FYR,8,0,2,Neuroscience Studies,Psychology, ,Natural Sciences and Mathematics,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0, , ,12,35,3,4,4,12,12,0,1,0,0,0,0
158,2013-14,F, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,34,2,2,3,25,2,0,1,1,1,0,1
159,2013-14,M, ,FYR,8,1,2,Theater and Dance,German Studies, ,Fine Arts,Humanities, ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,43,27,10,2,2,2,0,0,0,1,1,1
160,2013-14,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,13,37,2,4,0,18,6,7,1,0,1,0,0
161,2013-14,M, ,FYR,8,0,2,Political Science,History, ,Social Sciences,Humanities, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,8,32,1,15,2,2,12,0,1,0,1,1,0
162,2013-14,F, ,FYR,8,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,12,34,0,8,2,14,8,2,1,0,1,0,0
163,2013-14,F, ,FYR,8,1,1,Sociology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,11,35,5,5,6,3,12,4,0,0,0,1,0
164,2013-14,F, ,FYR,8,1,2,Art,Spanish/Portuguese (prior Hispanic Studies), ,Fine Arts,Humanities, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,40,12,15,6,2,3,2,0,0,0,1,1
165,2013-14,F, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,33,1,6,3,22,1,0,1,0,1,0,1
166,2013-14,F, ,FYR,8,1,2,Psychology,Educational Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,10,32,1,3,7,2,12,7,1,1,0,1,0
167,2013-14,M, ,FYR,8,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,13,30,1,7,0,7,15,0,1,0,1,0,0
168,2013-14,M, ,FYR,8,0,1,Philosophy, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,37,4,18,1,3,9,2,0,0,1,1,0
169,2013-14,F, ,FYR,8,1,1,Linguistics, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,36,1,22,1,2,3,7,1,0,1,1,1
170,2013-14,M, ,FYR,8,0,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,33,2,2,0,27,2,0,1,1,1,0,1
171,2013-14,M, ,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,9,30,1,2,10,3,14,0,1,1,0,1,0
172,2013-14,F, ,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,African Studies,Community & Global Health,14,37,0,11,2,7,14,3,1,0,1,0,0
173,2013-14,M, ,FYR,8,0,2,Religious Studies,Psychology, ,Humanities,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,8,32,2,15,1,1,13,0,1,0,1,1,0
174,2013-14,M, ,TRN, ,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,7,35,9,1,0,19,6,0,0,1,1,0,0
175,2013-14,M, ,FYR,8,0,1,Computer Science, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, , ,13,35,0,7,1,24,3,0,1,0,1,0,1
176,2013-14,F, ,FYR,8,1,1,Sociology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,13,43,18,2,6,0,12,5,0,1,0,1,0
177,2013-14,F, ,FYR,8,0,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,13,33,0,4,3,3,20,3,1,0,1,1,0
178,2013-14,F, ,FYR,8,0,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,15,43,7,6,2,8,15,5,0,0,1,0,0
179,2017-18,M, ,FYR,16,0,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,10,39,3,15,1,3,17,0,1,0,1,1,0
180,2013-14,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,12,39,7,7,2,18,2,3,0,0,1,0,1
181,2013-14,M, ,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,13,34,1,11,1,4,13,4,1,0,1,0,0
